ID,first_name,last_name,date_of_birth,gender,email,MSISDN,agree_for_promo,autopay_card,customer_category,language,customer_since,region,status
1924,美加子,山下,1971-12-05,M,j*******0@gmail.com,90-0726-9196,No,No,physical,Japanese,2011-07-31,Chūbu,active
1925,学,後藤,1984-04-10,F,t*******2@gmail.com,90-7118-0153,Yes,No,physical,Japanese,2019-06-09,Shikoku,active
1926,くみ子,橋本,1998-10-25,F,e*******9@yahoo.com,90-3023-0432,No,No,physical,Japanese,2019-04-12,Kansai(Kinki),active
1927,桃子,山田,1972-03-31,F,r*******7@hotmail.com,90-1024-8057,Yes,Yes,physical,Japanese,2008-10-01,Kantō,active
1928,充,藤田,1941-05-31,M,n*******3@yahoo.com,90-9568-5062,No,Yes,physical,Japanese,2014-09-24,Kantō,active
1929,陽子,小林,2002-09-05,F,P*******7@yahoo.com,90-5220-8413,No,Yes,physical,Japanese,2021-09-25,Chūbu,active
1930,太一,斎藤,1990-06-10,F,r*******8@hotmail.com,90-4212-5051,Yes,Yes,physical,Japanese,2008-07-19,Kantō,active
1931,美加子,岡田,1987-10-09,M,L*******8@gmail.com,90-9204-6425,No,Yes,physical,Japanese,2010-08-28,Chūbu,active
1932,直人,斎藤,1995-08-04,F,j*******1@hotmail.com,90-9955-9526,Yes,No,physical,Japanese,2017-04-28,Tōhoku,active
1933,舞,村上,1978-12-17,F,Y*******0@gmail.com,90-8156-3135,No,Yes,physical,Japanese,2010-08-01,Kansai(Kinki),active
1934,直子,木村,1956-02-11,F,t*******1@gmail.com,90-8049-8232,Yes,No,physical,Japanese,2020-12-17,Kantō,active
1935,くみ子,鈴木,1999-06-20,F,N*******8@hotmail.com,90-6680-9024,No,Yes,physical,Japanese,2014-10-29,Chūbu,active
1936,結衣,伊藤,1940-09-11,M,w*******4@hotmail.com,90-0341-3773,No,Yes,physical,Japanese,2015-07-19,Kyūshū & Okinawa,active
1937,あすか,林,1986-12-24,M,l*******5@hotmail.com,90-4546-5254,No,Yes,physical,Japanese,2020-02-19,Kyūshū & Okinawa,active
1938,さゆり,佐々木,1971-10-04,M,e*******9@hotmail.com,90-5753-2733,Yes,No,physical,Japanese,2007-03-31,Kantō,active
1939,花子,井上,1985-04-13,M,u*******5@gmail.com,90-6292-1300,Yes,Yes,physical,Japanese,2011-07-09,Kantō,active
1940,美加子,後藤,1951-05-24,M,s*******2@hotmail.com,90-6543-5473,No,No,physical,Japanese,2021-09-04,Kantō,active
1941,太郎,田中,1963-08-01,F,a*******7@hotmail.com,90-1949-4155,No,Yes,physical,Japanese,2015-05-30,Kyūshū & Okinawa,active
1942,直子,山崎,1990-09-17,F,W*******2@hotmail.com,90-7702-2038,No,Yes,physical,Japanese,2018-06-18,Kantō,active
1943,翔太,井上,1976-09-11,M,m*******7@hotmail.com,90-3296-1569,Yes,No,business,Japanese,2014-11-10,Kyūshū & Okinawa,active
1944,零,小川,1965-09-25,M,G*******3@gmail.com,90-9507-3234,No,Yes,physical,Japanese,2015-06-15,Kyūshū & Okinawa,active
1945,京助,佐藤,1958-06-05,M,I*******0@hotmail.com,90-1461-0740,Yes,Yes,physical,Japanese,2013-08-05,Kantō,active
1946,明美,山田,1970-05-15,F,l*******7@yahoo.com,90-0307-2601,No,No,physical,Japanese,2015-01-17,Shikoku,active
1947,英樹,山本,1963-12-04,F,K*******7@hotmail.com,90-2548-6804,Yes,No,physical,Japanese,2019-04-27,Kantō,active
1948,涼平,後藤,1950-12-22,F,s*******6@gmail.com,90-3126-5818,Yes,No,physical,Japanese,2018-12-10,Chūbu,active
1949,聡太郎,松本,1968-09-28,F,x*******0@hotmail.com,90-6050-7772,No,Yes,physical,Japanese,2006-11-29,Kantō,active
1950,さゆり,佐藤,1989-03-19,M,r*******1@hotmail.com,90-4705-8790,No,Yes,physical,Japanese,2017-02-23,Kyūshū & Okinawa,active
1951,太一,中川,1961-10-21,F,r*******8@gmail.com,90-4043-5271,No,Yes,physical,Japanese,2012-03-26,Kansai(Kinki),active
1952,知実,小林,1961-09-09,F,T*******1@yahoo.com,90-6032-3015,No,Yes,physical,Japanese,2017-07-08,Kantō,active
1953,太郎,木村,1953-03-14,F,c*******9@gmail.com,90-6224-9478,No,Yes,physical,Japanese,2020-03-18,Kantō,active
1954,零,佐藤,1962-09-22,F,m*******8@hotmail.com,90-4325-7733,Yes,No,physical,Japanese,2005-12-26,Tōhoku,active
1955,香織,高橋,1985-12-20,M,P*******0@hotmail.com,90-4751-3375,Yes,Yes,physical,Japanese,2009-10-11,Chūgoku,inactive(churn)
1956,稔,山本,1980-04-21,F,g*******4@yahoo.com,90-2147-0475,No,Yes,physical,Japanese,2014-02-21,Tōhoku,active
1957,里佳,佐藤,1952-04-28,M,v*******9@hotmail.com,90-4512-5913,Yes,Yes,physical,Japanese,2011-05-23,Shikoku,inactive(debt)
1958,太一,後藤,1954-02-17,M,y*******7@hotmail.com,90-6492-7537,No,No,physical,Japanese,2004-12-13,Kantō,active
1959,香織,小林,1977-03-10,M,u*******7@hotmail.com,90-8732-1684,No,Yes,physical,Japanese,2017-06-16,Kyūshū & Okinawa,active
1960,千代,吉田,1953-11-30,F,H*******1@hotmail.com,90-7000-0047,Yes,Yes,physical,Japanese,2020-11-04,Kansai(Kinki),active
1961,直人,伊藤,1947-12-18,F,Q*******0@yahoo.com,90-6178-9695,No,Yes,physical,Japanese,2019-04-18,Kansai(Kinki),active
1962,零,田中,1974-01-25,F,A*******9@gmail.com,90-1164-4559,No,Yes,physical,Japanese,2017-03-01,Tōhoku,active
1963,くみ子,斎藤,2006-11-22,F,e*******9@yahoo.com,90-7347-8764,No,No,physical,Japanese,2022-01-29,Chūgoku,active
1964,健一,小林,1970-02-20,F,D*******8@gmail.com,90-5278-7205,No,Yes,physical,Japanese,2014-04-14,Kantō,active
1965,舞,佐藤,1988-10-21,F,x*******1@yahoo.com,90-3999-5761,Yes,Yes,physical,Japanese,2004-08-21,Kansai(Kinki),active
1966,真綾,橋本,1978-08-23,F,h*******9@gmail.com,90-2809-0117,No,Yes,physical,Japanese,2021-09-28,Kansai(Kinki),active
1967,陽子,木村,1940-08-21,M,y*******1@yahoo.com,90-9348-7420,Yes,Yes,physical,Japanese,2017-10-27,Kantō,active
1968,春香,加藤,1957-09-10,F,v*******0@hotmail.com,90-8728-1651,No,Yes,physical,Japanese,2000-07-08,Chūbu,active
1969,翼,岡田,1948-10-08,M,R*******5@gmail.com,90-4519-1894,Yes,No,physical,Japanese,2006-10-11,Kansai(Kinki),active
1970,直人,三浦,1964-10-26,F,K*******3@yahoo.com,90-0354-2984,No,Yes,business,Japanese,2015-08-15,Chūbu,active
1971,さゆり,清水,1996-11-01,M,u*******1@gmail.com,90-5404-8711,No,No,physical,Japanese,2021-11-17,Kansai(Kinki),active
1972,翼,小林,1971-10-08,M,i*******3@gmail.com,90-9314-6970,No,No,physical,Japanese,2015-07-06,Kansai(Kinki),active
1973,七夏,斉藤,2003-06-20,F,M*******5@yahoo.com,90-1136-9317,No,Yes,physical,Japanese,2020-11-29,Kantō,active
1974,結衣,遠藤,1959-07-19,M,r*******1@yahoo.com,90-6952-2718,No,Yes,physical,Japanese,2012-03-01,Chūgoku,active
1975,治,中村,1962-03-30,F,m*******5@yahoo.com,90-0733-7391,Yes,Yes,physical,Japanese,2012-02-08,Kansai(Kinki),active
1976,太郎,山下,2002-05-24,F,t*******3@gmail.com,90-8509-3462,No,Yes,physical,Japanese,2021-02-19,Chūgoku,inactive(churn)
1977,学,山口,1975-07-08,F,M*******7@yahoo.com,90-4791-6536,Yes,Yes,physical,Japanese,2021-07-29,Chūbu,active
1978,美加子,吉田,1947-01-12,F,k*******7@gmail.com,90-7659-0679,No,Yes,physical,Japanese,2002-03-15,Kansai(Kinki),active
1979,裕樹,加藤,2004-08-04,F,M*******8@hotmail.com,90-0787-6622,No,Yes,physical,Japanese,2020-12-31,Kantō,active
1980,里佳,阿部,1970-06-29,M,H*******1@yahoo.com,90-9848-1179,No,No,physical,Japanese,2002-11-02,Chūbu,active
1981,陽一,田中,1988-12-12,F,b*******9@gmail.com,90-9706-8692,No,No,physical,Japanese,2020-03-01,Kantō,active
1982,裕太,近藤,1943-03-30,F,v*******6@hotmail.com,90-1655-1119,Yes,Yes,physical,Japanese,2018-07-04,Chūbu,active
1983,春香,高橋,1962-03-19,M,P*******8@yahoo.com,90-0982-4619,Yes,Yes,physical,Japanese,2010-05-10,Kansai(Kinki),active
1984,美加子,田中,1995-04-25,F,q*******2@gmail.com,90-7889-6285,Yes,Yes,physical,Japanese,2014-05-13,Chūbu,active
1985,桃子,佐藤,2004-09-03,M,M*******3@yahoo.com,90-7106-2389,Yes,Yes,physical,Japanese,2020-09-05,Kansai(Kinki),active
1986,七夏,遠藤,1999-09-17,M,e*******9@yahoo.com,90-0911-6188,No,Yes,physical,Japanese,2018-03-15,Kantō,active
1987,桃子,伊藤,1957-01-24,F,u*******1@gmail.com,90-9119-8148,Yes,Yes,physical,Japanese,2020-09-22,Kantō,active
1988,桃子,鈴木,1988-03-28,M,G*******4@yahoo.com,90-7375-3836,No,Yes,physical,Japanese,2022-01-19,Kantō,active
1989,真綾,三浦,1950-09-13,F,K*******9@gmail.com,90-3422-3868,No,Yes,physical,Japanese,2011-01-17,Kantō,active
1990,聡太郎,高橋,1982-06-25,M,M*******2@hotmail.com,90-9813-3622,Yes,Yes,physical,Japanese,2000-11-01,Chūbu,active
1991,里佳,山口,1998-05-15,F,z*******9@gmail.com,90-8572-7470,No,Yes,physical,Japanese,2016-11-27,Kantō,inactive(debt)
1992,裕樹,佐々木,2002-12-19,M,t*******8@hotmail.com,90-7192-8425,No,Yes,physical,Japanese,2019-06-27,Tōhoku,active
1993,修平,小林,1950-06-24,F,z*******7@gmail.com,90-2785-0153,Yes,Yes,physical,Japanese,2019-02-28,Kansai(Kinki),active
1994,加奈,加藤,2001-06-05,M,c*******6@hotmail.com,90-3774-9945,No,Yes,physical,Japanese,2020-05-10,Shikoku,active
1995,里佳,斉藤,1951-08-21,M,X*******7@yahoo.com,90-7174-8241,No,No,physical,Japanese,2017-05-29,Kantō,active
1996,さゆり,佐藤,1979-03-13,F,U*******0@hotmail.com,90-3704-6661,Yes,Yes,physical,Japanese,2020-04-04,Kyūshū & Okinawa,active
1997,花子,阿部,1965-05-31,M,c*******0@hotmail.com,90-7934-8289,Yes,No,physical,Japanese,2021-01-11,Kantō,active
1998,涼平,佐藤,1955-08-31,M,u*******0@hotmail.com,90-2636-9354,No,Yes,physical,Japanese,2011-11-23,Kantō,active
1999,太郎,伊藤,1955-07-14,F,C*******1@hotmail.com,90-0153-8652,No,Yes,physical,Japanese,2001-11-16,Chūbu,active
2000,加奈,渡辺,1956-01-13,M,D*******5@yahoo.com,90-3169-9707,No,No,physical,Japanese,2010-08-23,Tōhoku,active
2001,篤司,石井,1990-01-11,F,v*******6@hotmail.com,90-8684-1845,Yes,No,physical,Japanese,2010-07-12,Kantō,active
2002,幹,佐々木,1942-12-22,F,Z*******0@gmail.com,90-8179-6409,No,Yes,physical,Japanese,2012-05-08,Chūbu,active
2003,零,佐藤,1954-04-17,F,q*******5@yahoo.com,90-0295-9780,Yes,Yes,physical,Japanese,2018-02-22,Kansai(Kinki),active
2004,七夏,鈴木,2003-08-23,M,x*******9@hotmail.com,90-0855-1900,No,No,physical,Japanese,2021-06-13,Chūbu,active
2005,幹,吉田,1999-07-30,M,L*******3@hotmail.com,90-1010-6247,No,Yes,physical,Japanese,2017-01-27,Kantō,active
2006,くみ子,西村,1987-11-12,M,a*******0@yahoo.com,90-1663-2837,No,Yes,physical,Japanese,2020-06-03,Kansai(Kinki),active
2007,香織,斉藤,1949-10-08,F,K*******2@hotmail.com,90-9304-6985,No,Yes,physical,Japanese,2003-06-07,Kantō,inactive(debt)
2008,翼,林,1971-07-17,M,X*******9@hotmail.com,90-8587-4379,No,No,physical,Japanese,2017-03-29,Kyūshū & Okinawa,active
2009,直子,青木,1968-05-01,F,x*******9@gmail.com,90-1776-0766,No,Yes,physical,Japanese,2021-09-23,Chūbu,active
2010,修平,吉田,1979-11-16,M,q*******9@gmail.com,90-9626-3331,No,No,physical,Japanese,2008-08-02,Kansai(Kinki),active
2011,治,小川,1976-05-01,M,f*******8@yahoo.com,90-6861-9219,Yes,No,physical,Japanese,2020-08-05,Hokkaidō,active
2012,晃,中島,1979-06-10,M,O*******4@hotmail.com,90-8620-6542,No,Yes,physical,Japanese,2016-02-07,Kantō,active
2013,裕樹,小林,1960-05-13,F,k*******5@yahoo.com,90-1631-3774,Yes,No,physical,Japanese,2017-05-30,Kansai(Kinki),active
2014,智也,前田,2005-05-11,M,H*******3@gmail.com,90-9403-8514,Yes,No,physical,Japanese,2021-10-25,Chūgoku,active
2015,翼,前田,2002-07-11,M,W*******3@hotmail.com,90-8059-3393,No,Yes,physical,Japanese,2018-11-13,Chūbu,active
2016,真綾,鈴木,1940-03-31,F,B*******3@hotmail.com,90-7323-2086,Yes,Yes,physical,Japanese,2019-02-11,Chūgoku,active
2017,春香,中村,2004-01-15,M,y*******3@gmail.com,90-9494-5901,Yes,Yes,physical,Japanese,2021-10-27,Kantō,active
2018,健一,佐藤,1969-10-17,F,z*******7@yahoo.com,90-1796-8426,No,No,physical,Japanese,2003-12-17,Chūbu,active
2019,花子,中島,1967-10-11,F,H*******2@yahoo.com,90-2908-3886,No,Yes,physical,Japanese,2008-01-01,Hokkaidō,active
2020,充,加藤,1969-03-10,M,T*******5@gmail.com,90-7777-6825,Yes,Yes,physical,Japanese,2021-01-06,Chūgoku,active
2021,翔太,鈴木,1987-06-02,M,b*******3@yahoo.com,90-0892-1943,No,Yes,physical,Japanese,2013-11-22,Chūbu,active
2022,あすか,石川,1989-05-14,M,W*******4@yahoo.com,90-6198-3211,Yes,No,physical,Japanese,2012-12-17,Chūgoku,active
2023,明美,高橋,1971-10-03,M,V*******8@gmail.com,90-2130-8247,Yes,Yes,physical,Japanese,2016-11-03,Hokkaidō,active
2024,翼,高橋,2004-03-10,F,k*******0@hotmail.com,90-5076-7476,Yes,No,physical,Japanese,2019-07-04,Kantō,active
2025,花子,木村,1987-10-17,M,m*******5@yahoo.com,90-2795-7915,Yes,Yes,physical,Japanese,2013-10-20,Kyūshū & Okinawa,active
2026,里佳,吉田,1969-03-13,M,O*******5@gmail.com,90-0055-8592,Yes,No,physical,Japanese,2012-12-08,Kansai(Kinki),active
2027,英樹,井上,1986-07-18,F,T*******5@yahoo.com,90-4433-5146,No,No,physical,Japanese,2007-10-15,Tōhoku,active
2028,春香,中村,1963-04-15,F,N*******6@yahoo.com,90-4435-5013,No,Yes,physical,Japanese,2010-10-19,Kansai(Kinki),active
2029,陽一,阿部,1956-09-01,M,M*******6@hotmail.com,90-3564-7628,No,No,physical,Japanese,2019-08-27,Kantō,active
2030,真綾,坂本,1993-08-26,M,Q*******2@yahoo.com,90-1338-0412,No,Yes,physical,Japanese,2017-07-18,Chūbu,active
2031,太一,伊藤,1993-11-09,M,Z*******5@yahoo.com,90-0032-7980,Yes,Yes,physical,Japanese,2013-06-08,Tōhoku,active
2032,翔太,林,1998-09-09,M,P*******5@yahoo.com,90-5391-1511,No,No,physical,Japanese,2020-09-20,Kantō,inactive(churn)
2033,幹,清水,1973-06-08,M,b*******0@gmail.com,90-7232-6300,No,No,physical,Japanese,2013-11-18,Chūgoku,active
2034,春香,佐々木,2003-06-02,F,n*******6@yahoo.com,90-4672-9477,No,Yes,physical,Japanese,2020-01-14,Kansai(Kinki),active
2035,美加子,小林,1942-01-13,M,D*******3@gmail.com,90-9478-7646,No,No,physical,Japanese,2005-10-03,Chūbu,active
2036,翼,佐藤,1973-02-06,M,f*******6@hotmail.com,90-9481-8355,No,Yes,physical,Japanese,2014-10-06,Kantō,active
2037,健一,長谷川,1998-04-25,F,Z*******0@hotmail.com,90-6641-6288,No,Yes,physical,Japanese,2018-01-25,Tōhoku,inactive(churn)
2038,直樹,吉田,1960-11-01,M,b*******4@yahoo.com,90-6954-4901,No,Yes,physical,Japanese,2010-03-28,Chūgoku,inactive(debt)
2039,真綾,鈴木,1953-09-25,F,z*******0@yahoo.com,90-0577-0731,No,No,physical,Japanese,2015-06-25,Kyūshū & Okinawa,active
2040,涼平,近藤,1946-02-11,M,q*******8@gmail.com,90-3806-5056,Yes,No,physical,Japanese,2013-06-11,Kyūshū & Okinawa,active
2041,美加子,長谷川,2000-06-26,F,u*******2@yahoo.com,90-9977-2698,No,Yes,physical,Japanese,2018-03-06,Hokkaidō,active
2042,直人,伊藤,1950-01-02,M,Z*******2@gmail.com,90-7232-5474,No,Yes,physical,Japanese,2015-12-11,Kansai(Kinki),inactive(debt)
2043,翼,山下,1941-09-03,F,E*******7@hotmail.com,90-0131-3450,No,Yes,physical,Japanese,2022-02-21,Kantō,active
2044,智也,山本,2000-01-23,F,g*******3@yahoo.com,90-2160-9863,Yes,No,physical,Japanese,2016-11-30,Chūgoku,active
2045,陽一,田中,1950-11-13,M,D*******5@gmail.com,90-0680-9577,No,No,physical,Japanese,2000-12-28,Chūbu,active
2046,くみ子,村上,1976-07-14,M,v*******7@gmail.com,90-7996-5634,No,Yes,physical,Japanese,2018-11-12,Chūbu,active
2047,真綾,中村,2005-04-23,M,G*******7@yahoo.com,90-2498-8751,No,Yes,physical,Japanese,2020-09-16,Kantō,active
2048,あすか,小川,2004-10-30,M,D*******0@yahoo.com,90-3943-8538,Yes,Yes,physical,Japanese,2020-08-02,Chūbu,inactive(churn)
2049,真綾,藤田,1980-09-12,M,Z*******0@gmail.com,90-1358-0997,No,No,physical,Japanese,2017-09-04,Kantō,inactive(debt)
2050,翼,渡辺,1966-01-28,M,u*******7@hotmail.com,90-7634-8103,No,Yes,physical,Japanese,2014-03-21,Tōhoku,active
2051,千代,高橋,1990-05-11,M,H*******2@hotmail.com,90-8918-1823,No,No,physical,Japanese,2018-06-17,Kyūshū & Okinawa,active
2052,浩,森,1942-06-15,F,y*******8@yahoo.com,90-5173-0792,No,No,physical,Japanese,2019-08-18,Kansai(Kinki),inactive(debt)
2053,直人,小林,1981-09-16,M,l*******2@gmail.com,90-0990-8040,No,No,physical,Japanese,2004-08-17,Tōhoku,active
2054,千代,鈴木,1992-06-14,F,y*******7@hotmail.com,90-5791-4445,No,Yes,physical,Japanese,2015-12-01,Kantō,active
2055,太一,鈴木,1996-07-25,M,e*******3@gmail.com,90-4079-7792,No,Yes,physical,Japanese,2016-10-13,Kansai(Kinki),active
2056,裕樹,森,1990-02-24,M,A*******0@hotmail.com,90-3206-5132,No,No,physical,Japanese,2016-05-06,Chūgoku,active
2057,篤司,坂本,1992-05-17,M,A*******6@gmail.com,90-6031-9334,Yes,No,physical,Japanese,2012-05-12,Kantō,active
2058,結衣,井上,1964-01-21,M,i*******5@hotmail.com,90-6912-9106,No,No,physical,Japanese,2010-07-30,Kansai(Kinki),active
2059,太一,村上,2004-08-09,M,L*******1@yahoo.com,90-9381-9649,No,Yes,business,Japanese,2020-10-26,Chūbu,active
2060,くみ子,田中,1981-02-05,M,x*******5@gmail.com,90-4137-6873,No,No,physical,Japanese,2013-09-10,Chūbu,active
2061,拓真,木村,1946-03-02,F,T*******0@yahoo.com,90-6791-4123,Yes,No,physical,Japanese,2004-03-30,Kansai(Kinki),active
2062,浩,山口,1997-05-17,F,a*******9@hotmail.com,90-1590-1214,No,No,physical,Japanese,2019-10-29,Chūbu,inactive(churn)
2063,智也,佐々木,1996-08-25,F,G*******8@hotmail.com,90-9678-6834,Yes,Yes,physical,Japanese,2020-02-22,Kantō,active
2064,知実,石川,1968-08-20,M,f*******8@yahoo.com,90-0125-9625,No,No,physical,Japanese,2016-04-13,Kyūshū & Okinawa,active
2065,直子,岡田,1961-03-23,M,Z*******2@gmail.com,90-7776-7331,Yes,Yes,physical,Japanese,2015-12-10,Kansai(Kinki),active
2066,真綾,斎藤,1984-12-13,M,v*******8@hotmail.com,90-4688-0655,No,Yes,physical,Japanese,2010-09-26,Chūgoku,active
2067,充,田中,1997-02-10,F,Y*******3@gmail.com,90-8728-5825,No,Yes,physical,Japanese,2020-03-29,Chūgoku,active
2068,七夏,山田,1981-03-28,M,X*******1@gmail.com,90-1614-2824,No,Yes,physical,Japanese,2011-02-23,Kantō,active
2069,翔太,木村,1998-03-20,F,Q*******7@yahoo.com,90-2997-2132,No,No,physical,Japanese,2021-04-21,Kantō,active
2070,篤司,青木,1987-09-22,M,N*******3@yahoo.com,90-6144-8997,No,No,physical,Japanese,2014-03-15,Kansai(Kinki),active
2071,千代,佐々木,1946-12-09,F,V*******2@hotmail.com,90-9253-7750,Yes,Yes,physical,Japanese,2017-09-03,Kantō,active
2072,舞,斎藤,1975-05-19,F,m*******8@gmail.com,90-9562-6481,No,Yes,physical,Japanese,2008-08-05,Chūgoku,active
2073,陽一,松本,1979-08-14,M,Z*******9@hotmail.com,90-7159-8522,No,Yes,physical,Japanese,2020-10-26,Kantō,inactive(debt)
2074,和也,伊藤,1965-12-25,F,b*******1@gmail.com,90-8810-6764,Yes,No,physical,Japanese,2020-09-03,Chūgoku,active
2075,拓真,高橋,1953-09-26,M,v*******1@yahoo.com,90-0007-3802,No,No,physical,Japanese,2020-05-03,Kansai(Kinki),active
2076,充,石井,1997-04-29,M,m*******4@yahoo.com,90-7251-0804,Yes,Yes,physical,Japanese,2016-03-24,Kantō,active
2077,健一,山崎,1989-07-14,F,Q*******3@gmail.com,90-9029-5436,No,Yes,physical,Japanese,2007-08-22,Kansai(Kinki),active
2078,裕樹,阿部,2001-06-06,F,z*******0@gmail.com,90-5008-9771,Yes,No,physical,Japanese,2020-02-08,Kyūshū & Okinawa,active
2079,あすか,長谷川,1944-09-03,M,T*******5@hotmail.com,90-5913-3045,Yes,Yes,physical,Japanese,2002-10-21,Kansai(Kinki),active
2080,明美,高橋,1946-01-26,F,B*******6@yahoo.com,90-9580-7086,Yes,No,physical,Japanese,2005-09-24,Kansai(Kinki),active
2081,真綾,山口,1951-08-27,M,f*******3@gmail.com,90-5189-9870,No,No,physical,Japanese,2019-01-26,Tōhoku,active
2082,太一,山本,2004-04-25,M,t*******5@gmail.com,90-2507-1632,No,No,physical,Japanese,2020-06-28,Kantō,active
2083,康弘,吉田,1999-04-05,M,o*******7@yahoo.com,90-1307-2795,Yes,No,physical,Japanese,2014-04-11,Tōhoku,active
2084,拓真,渡辺,1945-04-07,F,G*******1@yahoo.com,90-8083-7765,Yes,No,physical,Japanese,2012-05-16,Chūgoku,active
2085,晃,小林,1999-03-20,F,R*******2@yahoo.com,90-4402-7710,Yes,No,physical,Japanese,2021-01-01,Kantō,active
2086,康弘,山本,1950-01-21,M,e*******6@yahoo.com,90-7176-3664,No,Yes,physical,Japanese,2014-07-29,Kyūshū & Okinawa,active
2087,聡太郎,後藤,1968-07-30,M,B*******4@gmail.com,90-2382-6105,No,No,physical,Japanese,2017-05-23,Kantō,active
2088,健一,福田,1985-03-18,M,p*******9@gmail.com,90-3468-6789,No,Yes,physical,Japanese,2021-12-20,Chūbu,active
2089,修平,太田,1950-08-20,F,d*******8@yahoo.com,90-5696-5783,Yes,Yes,physical,Japanese,2017-06-29,Tōhoku,inactive(debt)
2090,学,斎藤,1966-10-30,M,Q*******3@hotmail.com,90-7452-8447,Yes,Yes,physical,Japanese,2020-03-06,Tōhoku,active
2091,明美,小林,2003-12-14,F,b*******3@gmail.com,90-6532-7951,No,No,physical,Japanese,2020-03-06,Kansai(Kinki),active
2092,智也,渡辺,1942-08-05,F,F*******5@gmail.com,90-5845-2896,No,Yes,physical,Japanese,2012-01-21,Kansai(Kinki),active
2093,明美,渡辺,1952-12-29,M,I*******0@hotmail.com,90-0495-2766,No,Yes,physical,Japanese,2021-06-23,Kansai(Kinki),active
2094,明美,高橋,1964-10-11,F,z*******8@yahoo.com,90-0362-3543,No,Yes,physical,Japanese,2011-08-16,Chūbu,active
2095,結衣,山下,1967-01-24,M,t*******7@hotmail.com,90-7252-6371,No,Yes,physical,Japanese,2012-07-06,Hokkaidō,active
2096,康弘,中村,1943-11-18,M,v*******5@yahoo.com,90-3718-2719,No,Yes,physical,Japanese,2021-01-07,Tōhoku,active
2097,舞,高橋,1969-05-10,M,j*******7@yahoo.com,90-1507-9506,Yes,Yes,physical,Japanese,2018-02-02,Kantō,active
2098,健一,高橋,1975-05-18,F,r*******6@hotmail.com,90-1815-6178,No,Yes,physical,Japanese,2018-04-08,Kyūshū & Okinawa,active
2099,真綾,加藤,1976-01-22,F,J*******8@gmail.com,90-1503-0678,No,Yes,physical,Japanese,2012-07-13,Kyūshū & Okinawa,active
2100,直子,近藤,2000-05-11,M,f*******1@gmail.com,90-1481-4067,Yes,Yes,physical,Japanese,2017-01-16,Kantō,active
2101,太一,田中,1943-07-15,M,L*******7@yahoo.com,90-3313-8289,No,Yes,physical,Japanese,2003-09-11,Kyūshū & Okinawa,active
2102,くみ子,小林,1979-09-12,M,W*******0@hotmail.com,90-5112-4446,Yes,Yes,physical,Japanese,2020-04-18,Kansai(Kinki),active
2103,陽子,渡辺,1997-01-16,M,L*******0@yahoo.com,90-8193-2637,No,No,physical,Japanese,2017-12-22,Kansai(Kinki),active
2104,くみ子,池田,1979-01-21,F,X*******7@hotmail.com,90-7565-7350,No,No,physical,Japanese,2020-04-29,Kantō,active
2105,くみ子,森,1949-11-23,F,v*******0@hotmail.com,90-6890-7275,No,Yes,physical,Japanese,2007-10-17,Tōhoku,active
2106,くみ子,山田,1999-06-23,F,U*******4@hotmail.com,90-3836-4851,Yes,Yes,physical,Japanese,2018-01-23,Kyūshū & Okinawa,active
2107,晃,林,1959-08-24,M,q*******3@hotmail.com,90-9078-6461,No,Yes,physical,Japanese,2004-11-03,Kantō,active
2108,浩,加藤,1985-07-08,F,J*******1@gmail.com,90-4672-7319,No,No,physical,Japanese,2009-01-06,Chūbu,active
2109,あすか,山口,1978-02-23,F,a*******6@hotmail.com,90-0546-1890,No,Yes,physical,Japanese,2013-04-17,Kantō,active
2110,香織,藤原,1968-11-27,F,J*******3@yahoo.com,90-0242-9526,Yes,Yes,physical,Japanese,2004-09-19,Chūbu,active
2111,さゆり,田中,1990-09-11,M,e*******5@yahoo.com,90-0143-4892,No,Yes,physical,Japanese,2020-11-09,Kantō,active
2112,舞,佐々木,1960-12-01,M,c*******8@hotmail.com,90-9439-4030,No,No,physical,Japanese,2010-10-20,Kyūshū & Okinawa,active
2113,幹,藤田,1963-01-25,F,E*******3@yahoo.com,90-0858-9893,No,Yes,physical,Chinese,2013-12-29,Chūbu,active
2114,美加子,山崎,1950-10-15,M,c*******2@hotmail.com,90-8313-9065,No,Yes,physical,Japanese,2017-10-29,Kyūshū & Okinawa,active
2115,京助,小林,2001-04-26,F,C*******1@gmail.com,90-3883-7195,No,Yes,physical,Japanese,2021-08-21,Chūbu,active
2116,加奈,松本,1945-06-01,F,Y*******8@hotmail.com,90-0515-8336,No,Yes,physical,Japanese,2019-01-07,Kansai(Kinki),active
2117,洋介,中村,1946-08-24,F,y*******2@gmail.com,90-1829-4833,No,No,physical,Japanese,2003-10-17,Chūgoku,active
2118,健一,青木,1951-06-09,F,a*******4@yahoo.com,90-3260-1892,No,No,physical,Japanese,2018-02-22,Kantō,active
2119,千代,鈴木,1976-09-07,F,k*******6@gmail.com,90-8404-6103,No,No,physical,Japanese,2020-09-07,Kansai(Kinki),active
2120,太郎,前田,1973-01-20,M,y*******6@gmail.com,90-3782-8885,Yes,Yes,physical,Japanese,2004-10-07,Kantō,active
2121,千代,鈴木,1988-04-09,F,b*******1@yahoo.com,90-7506-3880,No,Yes,physical,Japanese,2011-02-05,Kansai(Kinki),active
2122,あすか,山田,1965-05-16,M,e*******2@yahoo.com,90-8923-8299,Yes,Yes,physical,Japanese,2010-09-21,Chūbu,active
